ep,num,start,end,chara,script
3,242,"00:23:01,287","00:23:04,707",,わたしは正義の味方・
3,242,"00:23:01,287","00:23:04,707",,キュアラブリー
3,243,"00:23:04,707","00:23:07,726",,めぐみなどという者ではないのだ
3,244,"00:23:07,726","00:23:10,446",,そんなんで
3,244,"00:23:07,726","00:23:10,446",,ごまかせるわけないだろ？
3,245,"00:23:10,446","00:23:13,832",,ですよね～
3,245,"00:23:10,446","00:23:13,832",,どうしよう…
3,246,"00:23:13,832","00:23:18,554",,バレてしまったものは
3,246,"00:23:13,832","00:23:18,554",,しょうがないですわ
3,247,"00:23:18,554","00:23:21,540",,…というわけですわ
3,248,"00:23:21,540","00:23:25,377",,フゥ…　おまえは　しょっちゅう
3,248,"00:23:21,540","00:23:25,377",,人助けしてきたけど
3,249,"00:23:25,377","00:23:27,763",,ここまで　やってたとはな…
3,250,"00:23:27,763","00:23:31,934",,まきこんじゃって　ごめん
3,250,"00:23:27,763","00:23:31,934",,それは　ちがうだろ
3,251,"00:23:31,934","00:23:35,070",,サイアークは　このぴかりが丘に
3,251,"00:23:31,934","00:23:35,070",,せめてきたんだ
3,252,"00:23:35,070","00:23:37,306",,他人事じゃない
3,253,"00:23:37,306","00:23:39,024",,お～し　決めた！
3,254,"00:23:39,024","00:23:42,461",,オレらの町で　サイアークに
3,254,"00:23:39,024","00:23:42,461",,すき勝手させてたまるか！
3,255,"00:23:42,461","00:23:47,116",,めぐみ　おまえのプリキュア活動に
3,255,"00:23:42,461","00:23:47,116",,オレも協力するぜ！
3,256,"00:23:47,116","00:23:49,618",,本当!?　やった～！
3,257,"00:23:49,618","00:23:52,871",,誠司が協力してくれるなら
3,257,"00:23:49,618","00:23:52,871",,百人力だよ！
3,258,"00:23:52,871","00:23:54,940",,で…　でも　めぐみ…
3,259,"00:23:54,940","00:23:57,409",,誠司は　たよりになる男だよ！
3,260,"00:23:57,409","00:24:02,398",,空手も強いし　勉強もできるし
3,260,"00:23:57,409","00:24:02,398",,しっかり者だし
3,261,"00:24:02,398","00:24:05,985",,うん？
3,261,"00:24:02,398","00:24:05,985",,つーか　おまえが
3,261,"00:24:02,398","00:24:05,985",,もっとしっかりしろ！
3,262,"00:24:05,985","00:24:09,021",,正体かくしてるつもりでも
3,262,"00:24:05,985","00:24:09,021",,挙動不審すぎて
3,263,"00:24:09,021","00:24:12,341",,かえって　あやしいんだよ
3,263,"00:24:09,021","00:24:12,341",,だって～
3,264,"00:24:12,341","00:24:15,995",,そのへん　オレが　フォローしてやるよ
3,264,"00:24:12,341","00:24:15,995",,助かりますわ
3,265,"00:24:15,995","00:24:20,595",,めぐみの　うかつなところが
3,265,"00:24:15,995","00:24:20,595",,少々　心配だったので…
3,266,"00:24:21,900","00:24:25,604",,めぐみ　ともども　よろしくな　ひめ
3,266,"00:24:21,900","00:24:25,604",,えっと…
3,267,"00:24:25,604","00:24:27,523",,（ブルー）待ちたまえ！
3,268,"00:24:27,523","00:24:29,208",,１つ確認したい
3,269,"00:24:29,208","00:24:35,297",,めぐみ・誠司くん　きみたちは
3,269,"00:24:29,208","00:24:35,297",,とても仲がいいようだけど…
3,270,"00:24:35,297","00:24:38,667",,おつきあいしているのかい？
3,270,"00:24:35,297","00:24:38,667",,おつきあい？
3,271,"00:24:38,667","00:24:43,822",,きみたちは恋人どうしなのかい？
3,271,"00:24:38,667","00:24:43,822",,こ…　恋人～!?
3,272,"00:24:43,822","00:24:48,143",,ちがうよ　ねぇ？
3,272,"00:24:43,822","00:24:48,143",,ああ　ちがうな
3,273,"00:24:48,143","00:24:51,013",,ち…　ち…　ち…　ちがうの!?
3,274,"00:24:51,013","00:24:53,949",,あたしたち　赤ちゃんのころから
3,274,"00:24:51,013","00:24:53,949",,いっしょだから
3,275,"00:24:53,949","00:24:57,503",,きょうだいみたいなもんだよ
3,275,"00:24:53,949","00:24:57,503",,だな
3,276,"00:24:57,503","00:25:00,723",,なら　いい
3,276,"00:24:57,503","00:25:00,723",,どういうこと？
3,277,"00:25:00,723","00:25:03,742",,プリキュアには
3,277,"00:25:00,723","00:25:03,742",,１つ重大なルールがある
3,278,"00:25:03,742","00:25:07,096",,それは…　恋愛禁止だ！
3,279,"00:25:07,096","00:25:09,448",,えっ!?　なんで!?
3,280,"00:25:09,448","00:25:12,167",,恋愛は
3,280,"00:25:09,448","00:25:12,167",,うまくいっている時は　いい
3,281,"00:25:12,167","00:25:16,205",,でも　仲がこじれてしまうと
3,281,"00:25:12,167","00:25:16,205",,取り返しのつかないことに…
3,282,"00:25:16,205","00:25:20,376",,だから　プリキュア内での恋愛は
3,282,"00:25:16,205","00:25:20,376",,ぜったい禁止とする！
3,283,"00:25:20,376","00:25:23,011",,おおっ　プリキュアのおきてだね！
3,284,"00:25:23,011","00:25:25,330",,なんか　きびしい感じがしていい！
3,285,"00:25:25,330","00:25:29,017",,分かった
3,285,"00:25:25,330","00:25:29,017",,理由は　よく分かんねぇけど…
3,286,"00:25:29,017","00:25:33,472",,このキュアラインは
3,286,"00:25:29,017","00:25:33,472",,みんなとの連絡に使っておくれ
3,287,"00:25:33,472","00:25:36,472",,歓迎するよ　誠司くん
3,288,"00:25:38,110","00:25:41,814",,がんばろうぜ　誠司！
3,288,"00:25:38,110","00:25:41,814",,おう！
3,289,"00:25:41,814","00:25:45,014",,本当に恋人じゃないの…？
3,290,"00:25:47,069","00:25:49,869",,≪ジーッ…≫
4,1,"00:00:33,178","00:00:37,778",,（白雪ひめ）
4,1,"00:00:33,178","00:00:37,778",,ほぉ～　うわぁ～！　ハハ…
4,2,"00:00:39,418","00:00:43,138",,ウフフフ…
4,2,"00:00:39,418","00:00:43,138",,≪（シャッター音）≫
4,3,"00:00:43,138","00:00:46,542",,似合ってますわ～
4,3,"00:00:43,138","00:00:46,542",,エクセレントですわ～！
4,4,"00:00:46,542","00:00:49,645",,（愛乃めぐみ）
4,4,"00:00:46,542","00:00:49,645",,ほんと　すっごくかわいい！
4,5,"00:00:49,645","00:00:53,699",,わぁ～　ねぇ　この服なぁに？
4,6,"00:00:53,699","00:00:58,654",,ぴかりが丘学園の制服だよ
4,6,"00:00:53,699","00:00:58,654",,きみは明日から学校に通うんだ
4,7,"00:00:58,654","00:01:00,489",,うん？
4,8,"00:01:00,489","00:01:03,959",,学校…？
4,9,"00:01:03,959","00:01:06,759",,えぇ～!?
4,10,"00:01:10,933","00:01:13,168",,キュアムーンライトよ
4,11,"00:01:13,168","00:01:16,438",,プリキュア１０周年　ありがとう
4,12,"00:01:16,438","00:01:19,141",,これからも　よろしくね
4,13,"00:01:19,141","00:01:22,141",,♪♪～主題歌
4,13,"00:01:19,141","00:01:22,141",,『ハピネスチャージプリキュア！ＷＯＷ！』
4,14,"00:04:35,070","00:04:37,322",,や～だ！　行きたくない～！
4,15,"00:04:37,322","00:04:41,243",,学校はね
4,15,"00:04:37,322","00:04:41,243",,友達がいっぱい集まる所なんだよ
4,16,"00:04:41,243","00:04:43,078",,友達？
4,17,"00:04:43,078","00:04:48,717",,みんなでワイワイおしゃべりして
4,17,"00:04:43,078","00:04:48,717",,毎日とっても楽しいんだよ
4,18,"00:04:48,717","00:04:52,371",,学校に行けば
4,18,"00:04:48,717","00:04:52,371",,友達たくさん作れるよ！
4,19,"00:04:52,371","00:04:55,307",,何人くらい？
4,19,"00:04:52,371","00:04:55,307",,１００人くらい！
4,20,"00:04:55,307","00:04:57,007",,あっ…
4,21,"00:04:58,543","00:05:02,064",,そんなに!?
4,21,"00:04:58,543","00:05:02,064",,うん！　だから　いっしょに行こう
4,22,"00:05:02,064","00:05:03,882",,うん！
4,23,"00:05:03,882","00:05:08,382",,友達　１００人かぁ…
4,24,"00:05:10,138","00:05:13,575",,（歓声）
4,25,"00:05:13,575","00:05:16,678",,ウフフフ…　ウフフフ…
4,26,"00:05:16,678","00:05:20,478",,フ～！　フフフフフ…
4,27,"00:05:28,590","00:05:33,879",,♪♪「楽しい楽しい学校だ～」
4,27,"00:05:28,590","00:05:33,879",,♪♪「友達　何人できるかな～」
4,28,"00:05:33,879","00:05:37,379",,♪♪「１人？　２人？」
4,28,"00:05:33,879","00:05:37,379",,♪♪「１００人～！」
4,29,"00:05:38,633","00:05:42,621",,でも　よく考えたら　わたし
4,29,"00:05:38,633","00:05:42,621",,もう２人も友達できてるし！
4,30,"00:05:42,621","00:05:45,090",,１００人くらい楽勝だよね～！
4,31,"00:05:45,090","00:05:47,609",,（誠司）２人ってダレだ？
4,32,"00:05:47,609","00:05:50,495",,うん！　うん！
4,33,"00:05:50,495","00:05:53,865",,イヒヒ…
4,33,"00:05:50,495","00:05:53,865",,えっ…
4,34,"00:05:53,865","00:05:58,336",,友達の友達は友達でしょ!?
4,34,"00:05:53,865","00:05:58,336",,まぁ　いいけど
4,35,"00:05:58,336","00:06:01,289",,ひめ　あたしも
4,35,"00:05:58,336","00:06:01,289",,バッチリ　サポートするからね！
4,36,"00:06:01,289","00:06:03,642",,よっろしく～！
4,37,"00:06:03,642","00:06:06,142",,おはよう～！
4,37,"00:06:03,642","00:06:06,142",,おはよう
4,38,"00:06:12,651","00:06:15,971",,す…　すごい生徒の数…
4,39,"00:06:15,971","00:06:18,874",,（石神）おっはよ～
4,39,"00:06:15,971","00:06:18,874",,おはよう　イッシー！
4,40,"00:06:18,874","00:06:24,474",,（２人）イェ～イ！　ハハハ…
4,40,"00:06:18,874","00:06:24,474",,フフフフ…
4,41,"00:06:27,582","00:06:29,551",,エヘヘヘ…
4,42,"00:06:29,551","00:06:31,620",,≪よし！　わたしも…≫
4,43,"00:06:31,620","00:06:33,488",,（石神）ねぇ　知ってる!?
4,44,"00:06:33,488","00:06:37,092",,今日　転校生が来るらしいよ！
4,44,"00:06:33,488","00:06:37,092",,ウッ！
4,45,"00:06:37,092","00:06:39,177",,へぇ～　もう知ってるんだ
4,46,"00:06:39,177","00:06:42,030",,もちろん
4,46,"00:06:39,177","00:06:42,030",,もう　みんなウワサしてるよ
4,47,"00:06:42,030","00:06:46,985",,背は高いのかな　小っちゃいのかな
4,47,"00:06:42,030","00:06:46,985",,かわいい女の子だといいなぁ
4,48,"00:06:46,985","00:06:48,603",,ダァ！
4,49,"00:06:48,603","00:06:52,991",,フフフ…　ちょうどよかった
4,49,"00:06:48,603","00:06:52,991",,ひめ！
4,50,"00:06:52,991","00:06:55,043",,あれ？　あれ？　あれ？
4,51,"00:06:55,043","00:06:59,343",,ひめ？　ひめ!?　ひめ～!?
4,52,"00:07:00,999","00:07:03,335",,何ですの？　先ほどのは
4,53,"00:07:03,335","00:07:06,438",,ちょっと心の準備が
4,53,"00:07:03,335","00:07:06,438",,できてなかっただけだって！
4,54,"00:07:06,438","00:07:08,974",,本当に!?
4,54,"00:07:06,438","00:07:08,974",,まかせてよ！
4,55,"00:07:08,974","00:07:11,960",,なんてったって
4,55,"00:07:08,974","00:07:11,960",,友達１００人作るんだから
4,56,"00:07:11,960","00:07:15,831",,ファイトだよ　ひめ
4,56,"00:07:11,960","00:07:15,831",,だいじょうぶ　だいじょうぶ
4,57,"00:07:15,831","00:07:18,531",,じゃ　行くよ～！
4,58,"00:07:20,218","00:07:23,155",,（和泉先生）それでは
4,58,"00:07:20,218","00:07:23,155",,自己紹介をおねがいします
4,59,"00:07:23,155","00:07:26,055",,ウッ…
4,60,"00:07:31,463","00:07:33,932",,あっ…　あの…　あの…
4,61,"00:07:33,932","00:07:38,832",,わ…　わた…　わたしは…
4,61,"00:07:33,932","00:07:38,832",,わたしの名前は…
4,62,"00:07:41,890","00:07:44,090",,わたしは…
4,63,"00:07:46,111","00:07:48,547",,わたしは…
4,64,"00:07:48,547","00:07:52,634",,し…　しら…　し…
4,65,"00:07:52,634","00:07:56,034",,落ち着いて　ゆっくりね
4,65,"00:07:52,634","00:07:56,034",,ハッ！
4,66,"00:08:00,308","00:08:04,796",,だいじょぶよ　緊張しなくて
4,66,"00:08:00,308","00:08:04,796",,みんな　やさしくて　いい子だから
4,67,"00:08:04,796","00:08:07,048",,ねぇ？
4,67,"00:08:04,796","00:08:07,048",,（一同）はーい！
4,68,"00:08:07,048","00:08:10,285",,いい子で～す！
4,68,"00:08:07,048","00:08:10,285",,フフフ…
4,69,"00:08:10,285","00:08:13,785",,じゃあ　黒板に名前書いてくれる？
4,70,"00:08:15,207","00:08:17,726",,みんな～　白雪さんをよろしくね
4,71,"00:08:17,726","00:08:20,979",,（一同）は～い！
4,72,"00:08:20,979","00:08:23,965",,（２人）ねぇ　ねぇ　ねぇ　ねぇ
4,72,"00:08:20,979","00:08:23,965",,どこから来たの？
4,73,"00:08:23,965","00:08:26,801",,髪　キレイだね！
4,73,"00:08:23,965","00:08:26,801",,シャンプー何使ってるの？
4,74,"00:08:26,801","00:08:31,501",,あだ名とかあるの？
4,74,"00:08:26,801","00:08:31,501",,あ…　あの…　あの…
4,75,"00:08:34,659","00:08:37,759",,あの…　わたし…
4,76,"00:08:39,581","00:08:42,067",,わたし…
4,77,"00:08:42,067","00:08:44,067",,ゴン！
4,78,"00:08:47,772","00:08:49,841",,アッ…　アァ…
4,79,"00:08:49,841","00:08:53,411",,わたしには無理だわ！
4,79,"00:08:49,841","00:08:53,411",,えぇ～!?
4,80,"00:08:53,411","00:08:56,815",,もうイヤなの！　大使館　帰る～！
4,81,"00:08:56,815","00:09:00,368",,友達できなくなっちゃうよ？
4,81,"00:08:56,815","00:09:00,368",,それでもいい！
4,82,"00:09:00,368","00:09:02,768",,帰る！
4,82,"00:09:00,368","00:09:02,768",,ワッ！
4,83,"00:09:04,155","00:09:06,291",,ハァ…
4,83,"00:09:04,155","00:09:06,291",,≪（ドアの開く音）≫
4,84,"00:09:06,291","00:09:08,191",,≪失礼します≫
4,85,"00:09:11,212","00:09:14,215",,ゆうゆう！
4,86,"00:09:14,215","00:09:15,815",,うん？
4,87,"00:09:17,986","00:09:20,586",,具合はどう？
4,88,"00:09:24,009","00:09:27,109",,≪この前　アメをくれた子だ…≫
4,89,"00:09:28,530","00:09:32,734",,そうだ！　友達の友達は友達だよ！
4,90,"00:09:32,734","00:09:35,220",,あらためて紹介します！
4,91,"00:09:35,220","00:09:40,220",,あたしの親友・
4,91,"00:09:35,220","00:09:40,220",,大森ゆうこちゃんで～す！
4,92,"00:09:43,745","00:09:45,647",,あっ…
4,93,"00:09:45,647","00:09:50,302",,ひめ！　友達ゲットのチャンスだよ
4,93,"00:09:45,647","00:09:50,302",,そんなこと言われても…
4,94,"00:09:50,302","00:09:54,339",,いいから！
4,94,"00:09:50,302","00:09:54,339",,やめて　無～理～！
4,95,"00:09:54,339","00:09:57,042",,フフフ…
4,96,"00:09:57,042","00:09:59,210",,ねぇ
4,97,"00:09:59,210","00:10:02,580",,アメ　なめない？
4,98,"00:10:02,580","00:10:22,400",,♪♪～
4,99,"00:10:22,400","00:10:24,400",,ウッ…
4,100,"00:10:27,372","00:10:29,257",,あっ…
4,100,"00:10:27,372","00:10:29,257",,ウッ！
4,101,"00:10:29,257","00:10:31,057",,ひめ！
4,102,"00:10:37,615","00:10:40,585",,なんで　にげるの!?
4,102,"00:10:37,615","00:10:40,585",,友達できないよ!?
4,103,"00:10:40,585","00:10:43,521",,友達なんて
4,103,"00:10:40,585","00:10:43,521",,めぐみだけ　いればいい！
4,104,"00:10:43,521","00:10:45,921",,もう　ほっといてよ！
4,105,"00:10:48,843","00:10:52,043",,≪にん　にん　忍者
4,105,"00:10:48,843","00:10:52,043",,かわルンルン！≫
4,106,"00:10:56,084","00:10:58,203",,さらばでござる！　ドロン！
4,107,"00:10:58,203","00:11:00,703",,（ドーン！）
4,107,"00:10:58,203","00:11:00,703",,ワァー！
4,108,"00:11:02,374","00:11:08,329",,まったく…　ひめったら
4,108,"00:11:02,374","00:11:08,329",,どうして分かってくれないのかな
4,109,"00:11:08,329","00:11:12,951",,ただ　おしつけてるだけだからだろ
4,109,"00:11:08,329","00:11:12,951",,相手の立場に立ってみろよ
4,110,"00:11:12,951","00:11:16,621",,ひめは　おまえみたいに
4,110,"00:11:12,951","00:11:16,621",,ガンガンいけるタイプじゃないだろ？
4,111,"00:11:16,621","00:11:19,941",,あっ…　あたし
4,111,"00:11:16,621","00:11:19,941",,ひめに自分のやり方
4,112,"00:11:19,941","00:11:21,993",,おしつけちゃってたんだ
4,113,"00:11:21,993","00:11:26,131",,まぁ　つっ走るのは
4,113,"00:11:21,993","00:11:26,131",,おまえの　いいところだしな
4,114,"00:11:26,131","00:11:29,931",,ちゃんと　あやまればいいと思うぞ
4,114,"00:11:26,131","00:11:29,931",,うん！
4,115,"00:11:55,093","00:12:15,096",,♪♪～
4,116,"00:12:15,096","00:12:24,072",,♪♪～
4,117,"00:12:24,072","00:12:27,592",,わたし　何してんだろう…
4,118,"00:12:27,592","00:12:30,128",,めぐみの言うとおりだよ
4,119,"00:12:30,128","00:12:34,449",,こんなんじゃ
4,119,"00:12:30,128","00:12:34,449",,友達なんて　できるわけない…
4,120,"00:12:34,449","00:12:39,749",,そもそも２人も友達ができたのが
4,120,"00:12:34,449","00:12:39,749",,奇跡だったんだよ
4,121,"00:12:41,089","00:12:45,260",,２人も友達いるんだ…
4,121,"00:12:41,089","00:12:45,260",,いいなぁ…
4,122,"00:12:45,260","00:12:47,312",,ウワッ！
4,123,"00:12:47,312","00:12:49,814",,ボクなんか　先生なのに
4,124,"00:12:49,814","00:12:54,269",,１人も生徒に
4,124,"00:12:49,814","00:12:54,269",,話しかけてもらえないんだよ
4,125,"00:12:54,269","00:12:56,888",,先生なのに？
4,126,"00:12:56,888","00:13:01,188",,うん…　先生なのにね
4,127,"00:13:03,461","00:13:05,947",,ほかの先生は　うまくいってるのに
4,128,"00:13:05,947","00:13:08,950",,それに　くらべてボクは…
4,128,"00:13:05,947","00:13:08,950",,ボクは～！
4,129,"00:13:08,950","00:13:11,035",,な…　なかないでよ
4,130,"00:13:11,035","00:13:13,771",,原因は分かってるんだ
4,130,"00:13:11,035","00:13:13,771",,えっ？
4,131,"00:13:13,771","00:13:18,092",,先生として　ちゃんとしなきゃって
4,131,"00:13:13,771","00:13:18,092",,あせってばかりで
4,132,"00:13:18,092","00:13:21,492",,ボクがみんなに
4,132,"00:13:18,092","00:13:21,492",,心を開いてないから
4,133,"00:13:27,936","00:13:30,688",,わたしも同じだよ
4,134,"00:13:30,688","00:13:34,475",,（中野先生）
4,134,"00:13:30,688","00:13:34,475",,みんなと　なかよしになろうって
4,134,"00:13:30,688","00:13:34,475",,気負えば気負うほど
4,135,"00:13:34,475","00:13:36,477",,緊張して…
4,136,"00:13:36,477","00:13:41,282",,分かる　分かる
4,136,"00:13:36,477","00:13:41,282",,たいへんだよね　おたがい
4,137,"00:13:41,282","00:13:43,852",,（２人）ハァ…
4,138,"00:13:43,852","00:13:46,571",,でも　先生は先生なんだから
4,139,"00:13:46,571","00:13:51,492",,なやむのも大概にして
4,139,"00:13:46,571","00:13:51,492",,授業したほうがいいよ
4,140,"00:13:51,492","00:13:54,195",,うん…
4,141,"00:13:54,195","00:13:55,995",,じゃあね
4,142,"00:14:01,569","00:14:04,822",,ハァ…　どうすればいいんだろう…
4,143,"00:14:04,822","00:14:07,475",,（ナマケルダ）
4,143,"00:14:04,822","00:14:07,475",,そんなに思いなやむくらいなら
4,144,"00:14:07,475","00:14:11,429",,いっそ学校をなくしてしまうのは
4,144,"00:14:07,475","00:14:11,429",,いかがかな？
4,144,"00:14:07,475","00:14:11,429",,えっ？
4,145,"00:14:11,429","00:14:15,717",,こんな場所があるから
4,145,"00:14:11,429","00:14:15,717",,立派な人間が育ち
4,146,"00:14:15,717","00:14:19,070",,なまけ者が
4,146,"00:14:15,717","00:14:19,070",,白い目で見られてしまう
4,147,"00:14:19,070","00:14:22,991",,ここは　ひとつ
4,147,"00:14:19,070","00:14:22,991",,わたしが手をかしてあげますぞ
4,148,"00:14:22,991","00:14:24,642",,アッ！
4,149,"00:14:24,642","00:14:30,515",,鏡に映る未来を最悪にしろー！
4,150,"00:14:30,515","00:14:35,115",,来い　来い　サイアーク！
4,151,"00:14:37,372","00:14:40,472",,サイアーク！
4,152,"00:14:43,444","00:14:45,897",,サイアーク！
4,153,"00:14:45,897","00:14:49,097",,あっ！
4,153,"00:14:45,897","00:14:49,097",,キャー！
4,154,"00:14:51,152","00:14:52,987",,先生！
4,155,"00:14:52,987","00:14:54,987",,≪助けなきゃ！≫
4,156,"00:14:58,726","00:15:00,845",,≪かわルンルン！≫
4,157,"00:15:00,845","00:15:08,453",,♪♪～
4,158,"00:15:08,453","00:15:13,591",,プリキュア
4,158,"00:15:08,453","00:15:13,591",,くるりんミラーチェンジ！
4,159,"00:15:13,591","00:15:33,561",,♪♪～
4,160,"00:15:33,561","00:15:43,655",,♪♪～
4,161,"00:15:43,655","00:15:54,999",,♪♪～
4,162,"00:15:54,999","00:15:59,699",,天空に舞う　蒼き風！
4,163,"00:16:01,506","00:16:04,106",,キュアプリンセス！
4,164,"00:16:05,760","00:16:09,060",,≪そこまでよ！≫
4,164,"00:16:05,760","00:16:09,060",,うん？
4,165,"00:17:53,518","00:17:55,753",,ウッ…
4,165,"00:17:53,518","00:17:55,753",,（ドーン！）
4,166,"00:17:55,753","00:17:57,738",,プリンセス！
4,167,"00:17:57,738","00:18:01,138",,あたしたちの学校から出てって！
4,168,"00:18:02,260","00:18:04,362",,≪かわルンルン！≫
4,169,"00:18:04,362","00:18:12,036",,♪♪～
4,170,"00:18:12,036","00:18:17,125",,プリキュア
4,170,"00:18:12,036","00:18:17,125",,くるりんミラーチェンジ！
4,171,"00:18:17,125","00:18:37,111",,♪♪～
4,172,"00:18:37,111","00:18:47,205",,♪♪～
4,173,"00:18:47,205","00:18:57,398",,♪♪～
4,174,"00:18:57,398","00:19:02,098",,世界に広がるビッグな愛！
4,175,"00:19:04,605","00:19:06,905",,キュアラブリー！
4,176,"00:19:09,076","00:19:11,312",,プリキュア　キック！
4,177,"00:19:11,312","00:19:13,412",,（ズガーン！）
4,178,"00:19:14,799","00:19:17,985",,ウッ…　フッ…　ウッ！
4,179,"00:19:17,985","00:19:22,785",,プリンセス　弾丸マシンガン！
4,180,"00:19:24,075","00:19:25,875",,あっ…
4,181,"00:19:27,879","00:19:30,948",,アァー！
4,181,"00:19:27,879","00:19:30,948",,弱すぎですぞ
4,182,"00:19:30,948","00:19:32,984",,ウッ…
4,183,"00:19:32,984","00:19:35,603",,フッ…　ウッ…　ハッ！
4,184,"00:19:35,603","00:19:38,122",,（ドーン！）
4,185,"00:19:38,122","00:19:45,813",,♪♪～
4,186,"00:19:45,813","00:19:47,513",,ウッ…
4,187,"00:19:48,883","00:19:52,583",,ハァ　ハァ…
4,188,"00:19:54,589","00:19:57,692",,１人で　かっこつけようと
4,188,"00:19:54,589","00:19:57,692",,するからですぞ
4,189,"00:19:57,692","00:20:03,130",,さぁ　サイアーク　この学校を
4,189,"00:19:57,692","00:20:03,130",,カビだらけにしてしまうがいい！
4,190,"00:20:03,130","00:20:06,951",,サイアーク
4,191,"00:20:06,951","00:20:14,425",,♪♪～
4,192,"00:20:14,425","00:20:16,761",,あっ…
4,193,"00:20:16,761","00:20:18,980",,ダメーー！
4,194,"00:20:18,980","00:20:21,580",,（ドーン！）
4,195,"00:20:26,487","00:20:31,042",,ウウ…　ハァー！
4,196,"00:20:31,042","00:20:33,945",,まったく　あきらめが悪いですなぁ
4,197,"00:20:33,945","00:20:36,163",,当たり前よ！
4,198,"00:20:36,163","00:20:38,382",,学校がなくなったら…
4,199,"00:20:38,382","00:20:43,170",,まだお礼も言ってないのに…
4,200,"00:20:43,170","00:20:46,157",,アメくれたあの子と
4,201,"00:20:46,157","00:20:49,557",,友達に
4,201,"00:20:46,157","00:20:49,557",,なれなくなっちゃうじゃん！
4,202,"00:20:52,163","00:20:54,382",,サイアーク…
4,203,"00:20:54,382","00:20:57,168",,サイアーク！
4,204,"00:20:57,168","00:21:01,568",,ハァ　ハァ　ハァ…
4,205,"00:21:11,065","00:21:13,484",,わたし　みんなに面と向かうと
4,206,"00:21:13,484","00:21:17,004",,すっごく　はずかしくて
4,206,"00:21:13,484","00:21:17,004",,緊張しちゃうけど
4,207,"00:21:17,004","00:21:20,274",,やっぱり　この学校で
4,207,"00:21:17,004","00:21:20,274",,友達作りたい！
4,208,"00:21:20,274","00:21:23,861",,友達？　くだらないことを…
4,209,"00:21:23,861","00:21:27,365",,人づきあいなんて
4,209,"00:21:23,861","00:21:27,365",,めんどうなことばかりですぞ
4,210,"00:21:27,365","00:21:29,965",,サイアーク
4,211,"00:21:31,185","00:21:34,288",,あっ…
4,211,"00:21:31,185","00:21:34,288",,サイアーク！
4,212,"00:21:34,288","00:21:38,209",,デヤーッ！
4,212,"00:21:34,288","00:21:38,209",,（ドーン！）
4,213,"00:21:38,209","00:21:41,278",,フッ！　タァ！
4,214,"00:21:41,278","00:21:43,078",,ハァー！
4,215,"00:21:45,866","00:21:48,469",,≪（ドスーン！）≫
4,216,"00:21:48,469","00:21:51,939",,ラブリー
4,216,"00:21:48,469","00:21:51,939",,お待たせ！
4,217,"00:21:51,939","00:21:56,911",,プリンセス　あたし
4,217,"00:21:51,939","00:21:56,911",,いろいろ勝手に言いすぎたよね
4,218,"00:21:56,911","00:22:00,064",,ごめんね
4,219,"00:22:00,064","00:22:02,516",,ラブリー…
4,220,"00:22:02,516","00:22:07,972",,ううん　わたしこそ　いろいろ
4,220,"00:22:02,516","00:22:07,972",,気をつかってもらったのに
4,221,"00:22:07,972","00:22:10,772",,にげちゃって　ごめん
4,222,"00:22:14,128","00:22:18,015",,さぁ　早くゆうゆうに会いに行こう
4,222,"00:22:14,128","00:22:18,015",,うん！
4,223,"00:22:18,015","00:22:22,720",,（ナマケルダ）どこに行くつもりです？
4,223,"00:22:18,015","00:22:22,720",,あなたたちは　ここで終わりですぞ
4,224,"00:22:22,720","00:22:28,342",,さぁ　プリンセス！
4,224,"00:22:22,720","00:22:28,342",,まず　ゆうこと友達になる！
4,225,"00:22:28,342","00:22:30,795",,≪かわルンルン！≫
4,226,"00:22:30,795","00:22:35,583",,プリキュア
4,226,"00:22:30,795","00:22:35,583",,くるりんミラーチェンジ！
4,227,"00:22:35,583","00:22:38,119",,シャーベットバレエ！
4,228,"00:22:38,119","00:22:42,206",,プリキュア
4,228,"00:22:38,119","00:22:42,206",,アラベスク　シャワー！
4,229,"00:22:42,206","00:22:51,048",,♪♪～
4,230,"00:22:51,048","00:22:53,501",,（チョイアークたち）チョイ～
4,231,"00:22:53,501","00:22:56,087",,そして　自分のペースで
4,231,"00:22:53,501","00:22:56,087",,ゆっくりと
4,232,"00:22:56,087","00:22:59,387",,友達１００人作るんだから！
4,233,"00:23:00,825","00:23:06,525",,勇気の光を聖なる力へ
4,233,"00:23:00,825","00:23:06,525",,ラブプリブレス！
4,234,"00:23:08,299","00:23:15,673",,プリキュア
4,234,"00:23:08,299","00:23:15,673",,ブルーハッピー　シュート！
4,235,"00:23:15,673","00:23:22,746",,♪♪～
4,236,"00:23:22,746","00:23:26,317",,勇気よ　天に帰れ！
4,237,"00:23:26,317","00:23:30,287",,ゴクラ～ク
4,238,"00:23:30,287","00:23:34,875",,クッ…　これが友情の力…
4,239,"00:23:34,875","00:23:37,778",,いや　いや　いや…　ただの偶然だ
4,240,"00:23:37,778","00:23:40,781",,わたし　まだ本気出してないから
4,241,"00:23:40,781","00:23:44,681",,それでは　また会いましょうぞ！
4,242,"00:23:52,726","00:23:55,963",,だいじょうぶ？
4,242,"00:23:52,726","00:23:55,963",,なんとか…
4,243,"00:23:55,963","00:23:58,065",,ねぇ　先生
4,243,"00:23:55,963","00:23:58,065",,うん？
4,244,"00:23:58,065","00:24:02,286",,わたし　決めたよ
